ADDRESS,NEIGHBOURHOOD_NAME,WARD,ZONING,SECTOR,SIZE (m2),TYPOLOGY,KNOWN PLANNING APPLICATIONS,OWNERSHIP_TYPE,GROUPS,LATITUDE,LONGITUDE,LOCATION,Geometry Point
11311 79 STREET NW,Edmonton Northlands,7,RF1,Central,398.699,Mature,NA,MUNICIPAL,127,53.5631497124711,-113.462070699788,"(53.5631497124711, -113.462070699788)",POINT (-113.462070699788 53.5631497124711)
7751 82 AVENUE NW,King Edward Park,11,RF3,Central,483.761,Mature,NA,PRIVATE,,53.5177012070179,-113.448590793227,"(53.5177012070179, -113.448590793227)",POINT (-113.448590793227 53.5177012070179)
4518 DONSDALE DRIVE NW,Donsdale,5,RF1,West,676.832,Established,NA,PRIVATE,204,53.4838091228684,-113.633487234523,"(53.4838091228684, -113.633487234523)",POINT (-113.633487234523 53.4838091228684)
11311 95 STREET NW,Alberta Avenue,7,CNC,Central,367.884,Mature,1) Major Development Permit: Job No 155751985-001: To construct 4 Dwellings of Apartment Housing with General Retail Store on the main floor.,PRIVATE,103,53.5630408674405,-113.486731216963,"(53.5630408674405, -113.486731216963)",POINT (-113.486731216963 53.5630408674405)
795 DRYSDALE RUN NW,Donsdale,5,RF1,West,890.489,Established,NA,PRIVATE,206,53.4821936636832,-113.63642334107,"(53.4821936636832, -113.63642334107)",POINT (-113.63642334107 53.4821936636832)
12415 48 STREET NW,Bergman,7,RF1,Central,287.786,Mature,NA,PRIVATE,140,53.5807382374976,-113.414866283038,"(53.5807382374976, -113.414866283038)",POINT (-113.414866283038 53.5807382374976)
617 LAYTON COURT NW,Leger,9,RF1,Southwest,405.825,Established,NA,PRIVATE,,53.4611523145215,-113.570619405076,"(53.4611523145215, -113.570619405076)",POINT (-113.570619405076 53.4611523145215)
10703 155 STREET NW,High Park,1,RF1,Central,213.836,Mature,NA,MUNICIPAL,,53.5512557966414,-113.588106895628,"(53.5512557966414, -113.588106895628)",POINT (-113.588106895628 53.5512557966414)
68 WAHSTAO CRESCENT NW,Oleskiw,5,RF1,West,915.521,Established,NA,PRIVATE,,53.4979197491151,-113.613948677687,"(53.4979197491151, -113.613948677687)",POINT (-113.613948677687 53.4979197491151)
10318 83 STREET NW,Forest Heights,8,RF3,Central,766.083,Mature,NA,PRIVATE,,53.5450375763573,-113.456017581748,"(53.5450375763573, -113.456017581748)",POINT (-113.456017581748 53.5450375763573)
12447 47 STREET NW,Bergman,7,RSL,Central,576.256,Mature,NA,PRIVATE,142,53.5813208325957,-113.413328045224,"(53.5813208325957, -113.413328045224)",POINT (-113.413328045224 53.5813208325957)
101 AIRPORT ROAD NW,Edmonton City Centre Airport,2,MA1,Central,5015.3,Special - Developing,1) Major Development Permit: Job No 134863518-001: To Change the Use from General Industrial to Business Support Services 2) Major Development Permit: Job No 134863518-001: To Change the Use from General Industrial to Business Support Services 3) Minor Development Permit: Job No 156972843-001: To demolish 5 existing Commercial/Industrial Use buildings (aircraft hangers and associated offices for Edmonton City Centre Airport),PROVINCIAL,,53.5793660344906,-113.529205653388,"(53.5793660344906, -113.529205653388)",POINT (-113.529205653388 53.5793660344906)
12620 118 AVENUE NW,Prince Charles,2,CB1,Central,424.084,Mature,1) Sign Development Permit: Job No 455827-005: To extend the duration of an Off-Premise Freestanding general advertising sign. (two sided - facing East/West),PRIVATE,130,53.5706320749228,-113.540721802097,"(53.5706320749228, -113.540721802097)",POINT (-113.540721802097 53.5706320749228)
11122 86 AVENUE NW,Garneau,8,RA9,Central,404.523,Central Core,NA,PRIVATE,35,53.5222202799434,-113.518945108544,"(53.5222202799434, -113.518945108544)",POINT (-113.518945108544 53.5222202799434)
10543 123 STREET NW,Westmount,6,CB2,Central,695.871,Mature,NA,PRIVATE,101,53.5489928225324,-113.533630881707,"(53.5489928225324, -113.533630881707)",POINT (-113.533630881707 53.5489928225324)
4605 DONSDALE DRIVE NW,Donsdale,5,RR,West,905.488,Established,NA,PRIVATE,,53.4852909911466,-113.631160863723,"(53.4852909911466, -113.631160863723)",POINT (-113.631160863723 53.4852909911466)
10755 95 STREET NW,McCauley,6,CNC,Central,373.808,Central Core,NA,PRIVATE,,53.5544353068262,-113.4834395243,"(53.5544353068262, -113.4834395243)",POINT (-113.4834395243 53.5544353068262)
9651 106A AVENUE NW,McCauley,6,DC1,Central,403.472,Central Core,NA,PRIVATE,,53.550948901342,-113.488230937288,"(53.550948901342, -113.488230937288)",POINT (-113.488230937288 53.550948901342)
4939 127 AVENUE NW,Homesteader,4,CSC,Northeast,4492.614,Established,NA,PRIVATE,191,53.5851960196953,-113.417139067735,"(53.5851960196953, -113.417139067735)",POINT (-113.417139067735 53.5851960196953)
11721 92 STREET NW,Alberta Avenue,7,RF3,Central,735.419,Mature,NA,PRIVATE,,53.5694797232514,-113.482512630437,"(53.5694797232514, -113.482512630437)",POINT (-113.482512630437 53.5694797232514)
12940 115 STREET NW,Calder,2,RF1,Central,636.521,Mature,NA,PRIVATE,,53.5891274374576,-113.520450371376,"(53.5891274374576, -113.520450371376)",POINT (-113.520450371376 53.5891274374576)
4903 124 AVENUE NW,Bergman,7,RF1,Central,287.781,Mature,NA,PRIVATE,145,53.5796669926751,-113.417278634774,"(53.5796669926751, -113.417278634774)",POINT (-113.417278634774 53.5796669926751)
11111 105 AVENUE NW,Queen Mary Park,6,DC1,Central,2996,Central Core,1) Rezoning: To rezone from DC1 to UI,PRIVATE,67,53.5479786685351,-113.512797093349,"(53.5479786685351, -113.512797093349)",POINT (-113.512797093349 53.5479786685351)
630 KIRKNESS ROAD NW,Kirkness,4,CS2,Northeast,8060,Established,NA,PRIVATE,,53.6119580975271,-113.386817042943,"(53.6119580975271, -113.386817042943)",POINT (-113.386817042943 53.6119580975271)
10821 111 AVENUE NW,Central McDougall,6,DC2,Central,720.613,Central Core,NA,PRIVATE,28,53.558550824646,-113.507850572865,"(53.558550824646, -113.507850572865)",POINT (-113.507850572865 53.558550824646)
8722 150 STREET NW,Jasper Park,1,RF1,Central,659.809,Mature,NA,PRIVATE,163,53.5203162132219,-113.58028847044,"(53.5203162132219, -113.58028847044)",POINT (-113.58028847044 53.5203162132219)
9615 105A AVENUE NW,McCauley,6,DC1,Central,374.424,Central Core,NA,PRIVATE,40,53.5495006589133,-113.485684717134,"(53.5495006589133, -113.485684717134)",POINT (-113.485684717134 53.5495006589133)
12707 125 STREET NW,Calder,2,RF2,Central,457.145,Mature,NA,MUNICIPAL,155,53.5852222105613,-113.537703286279,"(53.5852222105613, -113.537703286279)",POINT (-113.537703286279 53.5852222105613)
12412 127 AVENUE NW,Calder,2,RF2,Central,479.261,Mature,NA,MUNICIPAL,155,53.5851108759377,-113.537703564913,"(53.5851108759377, -113.537703564913)",POINT (-113.537703564913 53.5851108759377)
10952 96 STREET NW,McCauley,6,DC1,Central,501.776,Central Core,1) Minor Development Permit: Job No 132809622-001: To demolish a single detached house,PRIVATE,,53.5572749490431,-113.489011618222,"(53.5572749490431, -113.489011618222)",POINT (-113.489011618222 53.5572749490431)
9331 107A AVENUE NW,McCauley,6,RA7,Central,374.1,Central Core,NA,PRIVATE,61,53.5539722072782,-113.481751358548,"(53.5539722072782, -113.481751358548)",POINT (-113.481751358548 53.5539722072782)
9731 94 STREET NW,Cloverdale,8,US,Central,278.657,Central Core,NA,PRIVATE,33,53.5371251412876,-113.47109763698,"(53.5371251412876, -113.47109763698)",POINT (-113.47109763698 53.5371251412876)
10505 113 AVENUE NW,Spruce Avenue,2,RF3,Central,612.719,Mature,"1) Minor Development Permit: Job No 137801371-001: To demolish a single detached house and detached garage. 2) Minor Development Permit: Job No 151366660-001: To construct a Semi-Detached House with attached garages, front verandas, fire places, covered deck on west side and balcony on east of second floor.",PRIVATE,,53.5625115436272,-113.501916039605,"(53.5625115436272, -113.501916039605)",POINT (-113.501916039605 53.5625115436272)
12433 48 STREET NW,Bergman,7,AGU,Central,575.645,Mature,NA,PRIVATE,,53.5812169182642,-113.414865682293,"(53.5812169182642, -113.414865682293)",POINT (-113.414865682293 53.5812169182642)
11443 95 STREET NW,Alberta Avenue,7,RF3,Central,367.876,Mature,NA,PRIVATE,,53.5652099436372,-113.486752972105,"(53.5652099436372, -113.486752972105)",POINT (-113.486752972105 53.5652099436372)
10570 102 STREET NW,Central McDougall,6,DC1,Central,4384.91,Central Core,"1) To rezone form DC1 to DC1, bylaw # 16852",PRIVATE,24,53.5495258037557,-113.496423326033,"(53.5495258037557, -113.496423326033)",POINT (-113.496423326033 53.5495258037557)
10142 CLIFTON PLACE NW,Westmount,6,DC2,Central,639.811,Mature,NA,PRIVATE,97,53.542183159174,-113.538857264088,"(53.542183159174, -113.538857264088)",POINT (-113.538857264088 53.542183159174)
11259 79 STREET NW,Cromdale,7,AP,Central,396.517,Mature,NA,MUNICIPAL,,53.5619750226994,-113.462067732742,"(53.5619750226994, -113.462067732742)",POINT (-113.462067732742 53.5619750226994)
10430 145 STREET NW,Grovenor,6,RF3,Central,554.387,Mature,NA,PRIVATE,,53.5474072479547,-113.57138127281,"(53.5474072479547, -113.57138127281)",POINT (-113.57138127281 53.5474072479547)
12034 90 STREET NW,Alberta Avenue,7,RF3,Central,436.574,Mature,NA,PRIVATE,,53.5744990008461,-113.480100387709,"(53.5744990008461, -113.480100387709)",POINT (-113.480100387709 53.5744990008461)
12405 48 STREET NW,Bergman,7,RF1,Central,287.691,Mature,NA,PRIVATE,143,53.5801227900555,-113.414866915141,"(53.5801227900555, -113.414866915141)",POINT (-113.414866915141 53.5801227900555)
7906 105 AVENUE NW,Forest Heights,8,RF3,Central,464.022,Mature,NA,PRIVATE,,53.5479228096171,-113.449933030525,"(53.5479228096171, -113.449933030525)",POINT (-113.449933030525 53.5479228096171)
11724 130 STREET NW,Inglewood,2,RF4,Central,550.952,Mature,NA,PRIVATE,,53.5691819155264,-113.546618915702,"(53.5691819155264, -113.546618915702)",POINT (-113.546618915702 53.5691819155264)
9935 163 STREET NW,Glenwood,1,RF4,Central,381.193,Mature,"1) House Development Permit: Job No 150684783-001: To construct a single detached house with a front veranda, rear uncovered deck (3.05m X 5.49m) and a secondary suite development (in the basement).",PRIVATE,,53.5385607598451,-113.602190601704,"(53.5385607598451, -113.602190601704)",POINT (-113.602190601704 53.5385607598451)
11049 83 AVENUE NW,Garneau,8,RA9,Central,404.67,Central Core,1) Major Development Permit: Job No 136515829-001: To develop an Accessory Parking Lot to St. Johns Institute (11024 82 Ave),PRIVATE,34,53.518831167025,-113.517439314109,"(53.518831167025, -113.517439314109)",POINT (-113.517439314109 53.518831167025)
9222 111 AVENUE NW,Alberta Avenue,7,CNC,Central,167.673,Mature,NA,PRIVATE,,53.5606669502373,-113.483476897515,"(53.5606669502373, -113.483476897515)",POINT (-113.483476897515 53.5606669502373)
11316 97 STREET NW,Spruce Avenue,2,RA7,Central,459.715,Mature,NA,PRIVATE,,53.563201997914,-113.492386073052,"(53.563201997914, -113.492386073052)",POINT (-113.492386073052 53.563201997914)
936 WILDWOOD WAY NW,Wild Rose,12,RSL,Southeast,559.224,Established,1) Uncovered Deck Development Permit: Job No 144378502-001: To construct a rear uncovered deck (1.83m x 6.35m @ 2.74m height - uncovered deck to be added to existing covered deck).,PRIVATE,,53.4659161808953,-113.369863379454,"(53.4659161808953, -113.369863379454)",POINT (-113.369863379454 53.4659161808953)
9538 107A AVENUE NW,McCauley,6,RA7,Central,375.146,Central Core,NA,PRIVATE,46,53.553816282998,-113.485592154868,"(53.553816282998, -113.485592154868)",POINT (-113.485592154868 53.553816282998)
15133 31 STREET NW,Kirkness,4,RF4,Northeast,283.641,Established,NA,PRIVATE,194,53.6151859386732,-113.385815598529,"(53.6151859386732, -113.385815598529)",POINT (-113.385815598529 53.6151859386732)
12211C 91 STREET NW,Delton,7,RF3,Central,366.963,Mature,NA,PRIVATE,,53.577033623584,-113.480798720963,"(53.577033623584, -113.480798720963)",POINT (-113.480798720963 53.577033623584)
10054 79 AVENUE NW,Ritchie,11,DC2,Central,1211.438,Mature,NA,PRIVATE,176,53.5154405446318,-113.490585971221,"(53.5154405446318, -113.490585971221)",POINT (-113.490585971221 53.5154405446318)
9509 99B STREET NW,Strathcona,8,RF3,Central,362.954,Central Core,1) Minor Development Permit: Job No 147082676-002: To leave as built a Single Detached House and attached garage.,PRIVATE,87,53.5326470212709,-113.486487651802,"(53.5326470212709, -113.486487651802)",POINT (-113.486487651802 53.5326470212709)
12133 97 STREET NW,Alberta Avenue,7,CNC,Central,372.232,Mature,"1) Major Development Permit: Job No 140222506-001: To construct a Rapid Drive-through Vehicle Services Use and General Retail Stores Use building - 97th Street Car Wash 2) Job No 144821268-001: To construct a two-storey commercial building with General Retail Stores, Convenience Retail Stores, and Health Services Uses.",PRIVATE,108,53.5763037876861,-113.491526579198,"(53.5763037876861, -113.491526579198)",POINT (-113.491526579198 53.5763037876861)
9753 101 STREET NW,Rossdale,6,RF5,Central,306.832,Central Core,NA,MUNICIPAL,76,53.535500893916,-113.49331096575,"(53.535500893916, -113.49331096575)",POINT (-113.49331096575 53.535500893916)
11217 94 STREET NW,Alberta Avenue,7,RF3,Central,367.885,Mature,NA,PRIVATE,,53.5616002082085,-113.485217491209,"(53.5616002082085, -113.485217491209)",POINT (-113.485217491209 53.5616002082085)
9842 100 STREET NW,Rossdale,6,DC1,Central,309.347,Central Core,"1) Rezoning: To rezone from DC1 to DC1, AP, A",PRIVATE,73,53.5369088004939,-113.491482665871,"(53.5369088004939, -113.491482665871)",POINT (-113.491482665871 53.5369088004939)
10960 101 STREET NW,Central McDougall,6,CB2,Central,696.765,Central Core,NA,PRIVATE,32,53.556223342332,-113.494245885264,"(53.556223342332, -113.494245885264)",POINT (-113.494245885264 53.556223342332)
13018 132 STREET NW,Athlone,2,RF1,Central,610.491,Mature,NA,PRIVATE,,53.5897460890256,-113.549311342769,"(53.5897460890256, -113.549311342769)",POINT (-113.549311342769 53.5897460890256)
17 RIVERSIDE CRESCENT NW,Crestwood,1,RF3,Central,877.467,Mature,NA,PRIVATE,,53.5317758302395,-113.561923028596,"(53.5317758302395, -113.561923028596)",POINT (-113.561923028596 53.5317758302395)
11515 36 STREET NW,Beverly Heights,7,RA7,Central,16282.334,Mature,"1) Rezoning: To rezone from US, CSC, RF1 to RA7, RA7, RA7",PRIVATE,,53.5680997717241,-113.395610786354,"(53.5680997717241, -113.395610786354)",POINT (-113.395610786354 53.5680997717241)
9628 107A AVENUE NW,McCauley,6,RA7,Central,375.672,Central Core,NA,PRIVATE,38,53.55337390788,-113.488182482557,"(53.55337390788, -113.488182482557)",POINT (-113.488182482557 53.55337390788)
12107 97 STREET NW,Alberta Avenue,7,RA7,Central,358.204,Mature,NA,PRIVATE,106,53.5754569336151,-113.49151416837,"(53.5754569336151, -113.49151416837)",POINT (-113.49151416837 53.5754569336151)
12320 49 STREET NW,Bergman,7,RF1,Central,287.753,Mature,NA,PRIVATE,138,53.5790509351135,-113.417279466584,"(53.5790509351135, -113.417279466584)",POINT (-113.417279466584 53.5790509351135)
4412 118 AVENUE NW,Beacon Heights,7,CB1,Central,293.177,Mature,NA,PRIVATE,149,53.5706256914979,-113.410057920915,"(53.5706256914979, -113.410057920915)",POINT (-113.410057920915 53.5706256914979)
9146 80 AVENUE NW,King Edward Park,11,RF3,Central,404.474,Mature,"1) Minor Development Permit: Job No 142170278-001: To demolish a single detached house and detached garage.  2) House Development Permit: Job No 142173914-001: To construct a single detached house with a uncovered deck, veranda,fireplace and developed basement. (2 Bedrooms, 1 Bathroom, 1 Stroage, 1 Furnace room, 1 Family room) 3) Accessory Building Development Permit: Job No 142173914-002: To construct an Accessory Building (Detached Garage)",PRIVATE,,53.5163459112894,-113.469613882891,"(53.5163459112894, -113.469613882891)",POINT (-113.469613882891 53.5163459112894)
56 ST GEORGE'S CRESCENT NW,Glenora,6,RF1,Central,813.94,Mature,NA,PRIVATE,129,53.5394596541762,-113.552726149743,"(53.5394596541762, -113.552726149743)",POINT (-113.552726149743 53.5394596541762)
14740 STONY PLAIN ROAD NW,Grovenor,6,CSC,Central,288.893,Mature,NA,PRIVATE,158,53.5423693292657,-113.575469988756,"(53.5423693292657, -113.575469988756)",POINT (-113.575469988756 53.5423693292657)
8424 101 STREET NW,Strathcona,8,RF5,Central,570.706,Central Core,NA,PRIVATE,,53.5207807491914,-113.491652435545,"(53.5207807491914, -113.491652435545)",POINT (-113.491652435545 53.5207807491914)
9352 107A AVENUE NW,McCauley,6,RA7,Central,374.175,Central Core,NA,PRIVATE,,53.5542912929143,-113.482887441668,"(53.5542912929143, -113.482887441668)",POINT (-113.482887441668 53.5542912929143)
9627 105A AVENUE NW,McCauley,6,DC1,Central,749.015,Central Core,NA,PRIVATE,40,53.5494130318209,-113.486195885556,"(53.5494130318209, -113.486195885556)",POINT (-113.486195885556 53.5494130318209)
9357 107 AVENUE NW,McCauley,6,RA7,Central,276.348,Central Core,NA,PRIVATE,,53.5529659147142,-113.482437318695,"(53.5529659147142, -113.482437318695)",POINT (-113.482437318695 53.5529659147142)
11317 79 STREET NW,Edmonton Northlands,7,RF1,Central,61.316,Mature,NA,MUNICIPAL,127,53.5632404942706,-113.461726286924,"(53.5632404942706, -113.461726286924)",POINT (-113.461726286924 53.5632404942706)
12909 127 STREET NW,Calder,2,CNC,Central,580.705,Mature,NA,PRIVATE,,53.5879114265662,-113.540770230999,"(53.5879114265662, -113.540770230999)",POINT (-113.540770230999 53.5879114265662)
14060 127 STREET NW,Pembina,2,CB1,North,3680.479,Established,"1) Major Development Permit: Job No 151064835-001: To construct a General Retail Stores and Professional, Financial, and Office Support Services building (General Retail Stores on main floor and Professional, Financial, and Office Support Services on upper floor).",PRIVATE,200,53.6032895206726,-113.542242356812,"(53.6032895206726, -113.542242356812)",POINT (-113.542242356812 53.6032895206726)
2011 61 STREET NW,Meyokumin,11,RF1,Southeast,516.96,Established,NA,PRIVATE,,53.4518433357469,-113.430844911388,"(53.4518433357469, -113.430844911388)",POINT (-113.430844911388 53.4518433357469)
17512 55 AVENUE NW,Gariepy,5,RF1,West,660.779,Established,NA,PRIVATE,,53.4919808092196,-113.625744341576,"(53.4919808092196, -113.625744341576)",POINT (-113.625744341576 53.4919808092196)
