Genus Name,Species Name,Common Name,species,bio01,bio02,bio03,bio04,bio05,bio06,bio12,bio16,bio17,embergerQ
Prunus,padus,European bird cherry,Prunus padus,6.61,7.89,29.61,710.16,21.46,-5.69,768.9,253.37,136.62,107.1
Prunus,pensylvanica,Pin cherry,Prunus pensylvanica,4.83,10.79,27.07,1057.99,24.6,-15.58,949.01,303.52,172.09,87.95
Prunus,persica,Peach,Prunus persica,12.95,10.0,37.79,632.24,27.35,0.33,872.47,305.86,141.84,118.42
Prunus,pleuradenia,antilles cherry,Prunus pleuradenia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,pumila,Sand cherry,Prunus pumila,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,pumila v. besseyi,Western sandcherry,Prunus pumila v. besseyi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,rivularis,Creek plum,Prunus rivularis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,salicina,Chinese plum,Prunus salicina,13.48,9.24,31.58,777.51,28.29,-2.03,1175.67,528.8,105.46,143.67
Prunus,sargentii,Sargent cherry,Prunus sargentii,9.46,9.01,26.56,921.61,26.17,-7.74,1371.55,625.68,151.35,144.57
Prunus,serotina,Black cherry,Prunus serotina,9.53,8.19,32.83,636.02,23.25,-1.84,821.07,246.48,162.28,117.53
Prunus,serrula,Tibetan Cherry,Prunus serrula,9.15,11.89,43.15,575.79,21.37,-6.17,838.47,427.98,41.73,114.42
Prunus,serrulata,Japanese flowering cherry,Prunus serrulata,11.99,8.68,30.18,772.81,26.86,-2.7,1393.45,573.54,168.26,169.96
Prunus,serrulata v. spontanea,Japanese mountain cherry,Prunus serrulata v. spontanea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,Shirotae,Prunus shirotae,Prunus Shirotae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,sibirica,Siberian apricot,Prunus sibirica,3.71,12.88,27.11,1321.45,26.35,-21.69,435.36,282.57,11.71,34.49
Prunus,simonii,Nectarine,Prunus simonii,13.43,10.28,41.75,585.56,26.3,-0.03,1006.17,474.33,88.33,156.36
Prunus,spachiana,Weeping Japanese cherry,Prunus spachiana,13.85,5.94,35.74,381.2,21.43,4.75,2823.35,1213.85,217.2,596.58
Prunus,spachiana f. ascendens,Usuzumi cherry,Prunus spachiana f. ascendens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,spinosa,Blackthorn,Prunus spinosa,9.77,8.23,34.38,591.15,23.26,-0.77,802.66,248.54,155.51,120.82
Prunus,subcordata,Klamath plum,Prunus subcordata,11.95,15.08,46.46,649.27,31.13,-1.41,853.14,425.33,27.44,93.21
Prunus,subhirtella,Higan cherry,Prunus subhirtella,11.73,8.92,31.18,743.79,26.86,-2.09,1163.96,407.98,170.7,143.6
Prunus,subhirtella v. autumnalis,Flowering Higan Cherry,Prunus subhirtella v. autumnalis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,subhirtella x sargentii ‘Accolade’,Accolade flowering cherry,Prunus subhirtella x sargentii ‘Accolade’,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,takesimensis,Korean cherry,Prunus takesimensis,10.83,6.6,23.03,817.8,25.11,-3.53,1321.93,474.0,240.5,162.52
Prunus,texana,Peachbush,Prunus texana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,tomentosa,Manchu cherry,Prunus tomentosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,triloba,Flowering plum,Prunus triloba,8.69,10.66,30.71,930.24,26.48,-9.17,670.32,286.48,84.71,74.74
Prunus,tucumanensis,Prunus tucumanensis,Prunus tucumanensis,17.48,12.62,62.84,269.29,26.56,6.18,707.69,385.09,25.6,121.82
Prunus,umbellata,Flatwods plum,Prunus umbellata,16.64,12.6,41.18,708.7,31.85,0.61,1233.27,421.09,219.31,141.07
Prunus,virginiana,Common chokecherry,Prunus virginiana,7.22,11.91,31.74,948.33,26.8,-11.19,787.17,268.26,130.07,76.36
Prunus,vulgaris,Prunus vulgaris,Prunus vulgaris,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x blireiana,Blireiana plum,Prunus x blireiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x cistena,Purpleleaf sand cherry,Prunus x cistena,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x Elvins,Autumn Flowering Cherry,Prunus x Elvins,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x eminens,Medium sour cherry,Prunus x eminens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x hillieri,Hillier Japanese cherry,Prunus x hillieri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x lannesiana,Prunus x lannesiana,Prunus x lannesiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x orthosepala,Hybrid plum,Prunus x orthosepala,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x schmittii,Schmitt's Cherry,Prunus x schmittii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x shirotae,Mt. fuji cherry,Prunus x shirotae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x slavinii,Slavin's prunus,Prunus x slavinii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,x yedoensis,Yoshino flowering cherry,Prunus x yedoensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudanamomis,umbellulifera,Ciruelas,Pseudanamomis umbellulifera,27.07,9.35,76.91,89.12,33.22,21.06,1011.0,456.56,68.5,275.58
Pseuderanthemum,carruthersii,Carruthers' falseface,Pseuderanthemum carruthersii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseuderanthemum,graciliflorum,Blue twilight,Pseuderanthemum graciliflorum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudobombax,ellipticum,Pink shaving brush tree,Pseudobombax ellipticum,23.7,12.82,64.96,221.06,33.36,13.45,1276.93,672.57,68.78,232.96
Pseudobombax,grandiflorum,Brazilian shaving-brush,Pseudobombax grandiflorum,21.97,9.65,62.14,199.63,29.27,13.72,1392.78,573.13,169.13,327.44
Pseudobombax,munguba,Munguba,Pseudobombax munguba,25.97,9.06,81.9,53.83,31.64,20.55,2520.97,894.27,360.49,771.92
Pseudobombax,palmeri,Shaving brush tree,Pseudobombax palmeri,23.03,15.48,62.19,309.49,34.89,9.9,889.26,611.26,17.43,124.82
Pseudobombax,septenatum,Barrigon kapoktree,Pseudobombax septenatum,25.89,9.63,79.15,64.31,32.07,19.84,1913.11,774.76,148.63,545.59
Pseudocydonia,sinensis,Chinese-quince,Pseudocydonia sinensis,14.28,8.8,27.74,855.99,29.83,-2.02,1246.02,565.05,118.77,139.16
Pseudolarix,amabilis,Golden larch,Pseudolarix amabilis,14.58,9.08,30.12,796.95,29.98,-0.67,1222.8,464.95,175.09,142.42
Pseudolmedia,laevigata,Leche de perra,Pseudolmedia laevigata,24.86,10.05,80.61,66.15,31.12,18.46,2504.16,916.3,321.97,709.16
Pseudolmedia,spuria,False breadnut,Pseudolmedia spuria,24.02,9.56,71.53,118.44,30.9,17.39,2572.79,1090.28,186.06,677.23
Pseudopanax,chathamicus,Chatham Island lancewood,Pseudopanax chathamicus,11.12,6.7,46.52,275.11,18.73,4.33,1059.71,328.43,207.79,259.05
Pseudopanax,crassifolius,Pseudopanax crassifolius,Pseudopanax crassifolius,10.44,8.63,46.8,350.01,20.02,1.61,2351.34,740.97,443.93,454.68
Pseudopanax,discolor,Pseudopanax discolor,Pseudopanax discolor,12.72,8.53,47.76,339.6,22.07,4.21,1996.85,638.67,375.66,391.62
Pseudopanax,ferox,Fierce lancewood,Pseudopanax ferox,10.71,9.35,48.33,360.9,20.76,1.43,1612.62,510.7,309.17,298.69
Pseudopanax,gilliesii,Pseudopanax gilliesii,Pseudopanax gilliesii,14.96,6.55,46.07,280.22,22.57,8.36,1480.43,496.86,286.21,361.42
Pseudopanax,lessonii,Houpara,Pseudopanax lessonii,14.33,7.9,46.36,325.34,23.08,6.1,1354.68,433.94,266.1,282.07
Pseudopanax,linearis,Pseudopanax linearis,Pseudopanax linearis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudophoenix,sargentii,Buccaneer palm,Pseudophoenix sargentii,25.91,10.28,67.08,179.15,33.22,17.9,1107.0,459.89,113.37,247.21
Pseudopiptadenia,contorta,Saia-de-comadre,Pseudopiptadenia contorta,21.8,10.09,64.71,180.61,29.25,13.63,1146.66,497.4,114.51,254.26
Pseudopiptadenia,leptostachya,Pseudopiptadenia leptos,Pseudopiptadenia leptostachya,19.79,10.4,59.76,227.28,27.87,10.49,1630.55,726.73,145.36,321.72
Pseudopiptadenia,paniculata,angico-monjolo,Pseudopiptadenia paniculata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudosasa,japonica,arrow bamboo,Pseudosasa japonica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudotsuga,macrocarpa,Bigcone douglas fir,Pseudotsuga macrocarpa,13.43,13.55,47.5,575.26,29.83,1.26,581.13,313.32,15.99,70.91
Pseudotsuga,menziesii,Douglas fir,Pseudotsuga menziesii,9.26,8.8,36.3,579.73,22.9,-1.38,884.32,290.98,157.93,134.55
Pseudotsuga,menziesii v. glauca,Blue Douglas-fir,Pseudotsuga menziesii v. glauca,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudotsuga,menziesii v. menziesii,Coast douglas fir,Pseudotsuga menziesii v. menziesii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudowintera,axillaris,Lowland pepper tree,Pseudowintera axillaris,11.02,8.62,46.95,351.28,20.74,2.4,1917.91,583.82,386.33,369.72
Pseudowintera,colorata,Alpine pepper tree,Pseudowintera colorata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudowintera,insperata,Northland horopito,Pseudowintera insperata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudoziziphus,celata,Florida jujube,Pseudoziziphus celata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pseudoziziphus,parryi,Parry's jujube,Pseudoziziphus parryi,17.68,16.91,49.07,669.4,36.78,2.32,279.3,137.7,17.6,27.94
Psidium,amplexicaule,Mountain guava,Psidium amplexicaule,24.41,9.49,73.05,122.88,30.63,17.74,1816.64,708.33,221.08,486.85
Psidium,calyptranthoides,Luquillo mountain guava,Psidium calyptranthoides,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psidium,cattleianum,Strawberry guava,Psidium cattleianum,18.92,7.77,51.25,265.7,26.61,11.38,1514.3,588.39,199.59,362.0
Psidium,cattleyanum,Purple-strawberry guava,Psidium cattleyanum,20.48,10.65,63.02,231.81,27.9,11.0,1287.0,623.0,103.0,260.22
Psidium,friedrichsthalianum,Guayaba coronilla,Psidium friedrichsthalianum,23.98,10.19,73.31,124.47,31.29,16.94,2169.88,948.64,163.66,556.55
Psidium,guajava,Common guava,Psidium guajava,22.64,10.84,63.69,221.31,31.2,13.48,1418.51,668.71,111.35,317.74
Psidium,guineense,Guayabo agrio,Psidium guineense,22.46,10.45,69.43,157.04,29.93,14.53,1546.69,687.93,125.56,373.16
Psidium,pedicellatum,Psidium pedicellatum,Psidium pedicellatum,15.02,9.68,86.82,39.92,20.51,9.26,1799.1,627.54,235.61,620.78
Psidium,sartorianum,Sartre guava,Psidium sartorianum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psidium,sintenisii,Sintenis' guava,Psidium sintenisii,21.74,9.95,72.63,133.04,28.2,14.57,2113.33,810.67,249.33,529.67
Psoralea,pinnata,Fountain bush,Psoralea pinnata,15.22,9.29,51.25,317.35,24.47,6.4,889.14,328.8,131.07,176.57
Psoralidium,junceum,Rush lemonweed,Psoralidium junceum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psorothamnus,arborescens,Mojave indigobush,Psorothamnus arborescens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psorothamnus,fremontii,Fremont's dalea,Psorothamnus fremontii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psorothamnus,polydenius,Nevada dalea,Psorothamnus polydenius,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psorothamnus,schottii,Schott's dalea,Psorothamnus schottii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psorothamnus,spinosus,Smokethorn,Psorothamnus spinosus,21.56,16.56,45.92,745.35,40.85,4.72,139.9,64.25,8.05,13.16
Psorothamnus,thompsoniae,Thompson's dalea,Psorothamnus thompsoniae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,asiatica,Psychotria asiatica,Psychotria asiatica,21.28,5.96,33.71,428.55,29.78,11.97,2471.49,1101.88,254.44,485.02
Psychotria,berteroana,Cachimbo-cumun,Psychotria berteroana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,boqueronensis,Tinto,Psychotria boqueronensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,brachiata,Palo de cachimbo,Psychotria brachiata,23.88,8.72,79.32,68.53,29.54,18.54,3144.08,1139.0,350.84,982.38
Psychotria,carthagenensis,Psychotria carthagenensis,Psychotria carthagenensis,22.66,10.46,66.28,187.96,30.34,14.18,1601.29,662.88,160.05,367.82
Psychotria,cheathamiana,Psychotria cheathamiana,Psychotria cheathamiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,deflexa,Nodding wild coffee,Psychotria deflexa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,domingensis,Cheakyberry,Psychotria domingensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,fauriei,Koolau range wild coffee,Psychotria fauriei,21.44,6.97,62.28,133.08,26.9,15.7,3928.0,1396.0,689.0,1190.88
Psychotria,glabrata,Browne's wild coffee,Psychotria glabrata,25.51,6.92,67.81,121.02,30.6,20.4,1207.0,441.0,177.0,396.16
Psychotria,grandiflora,Largeflower wild coffee,Psychotria grandiflora,24.66,12.31,68.38,48.72,33.5,15.5,1954.0,958.0,47.0,364.65
Psychotria,grandis,Cachimbo grande,Psychotria grandis,25.34,8.5,76.01,82.9,31.13,19.84,2736.32,1102.06,223.77,851.43
Psychotria,greenwelliae,Kauai wild coffee,Psychotria greenwelliae,20.04,7.74,64.31,140.79,26.22,14.08,1745.75,779.81,111.5,520.91
Psychotria,hathewayi,Waianae range wild coffee,Psychotria hathewayi,22.71,7.62,66.56,130.74,28.38,16.85,1830.5,669.0,291.5,553.18
Psychotria,hawaiiensis,Kopiko 'ula,Psychotria hawaiiensis,19.01,7.88,68.63,114.06,24.54,13.06,2131.56,785.94,310.06,649.52
Psychotria,hexandra,Woodland wild coffee,Psychotria hexandra,16.6,6.94,55.61,182.67,22.6,10.12,1032.0,467.2,102.6,284.78
Psychotria,hobdyi,Milolii kopiwai,Psychotria hobdyi,17.78,6.68,55.36,180.84,23.6,11.53,851.33,318.0,101.67,242.27
Psychotria,hoffmannseggiana,Hoffmannsegg wild coffee,Psychotria hoffmannseggiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,hombroniana v. carolinensis,Psychotria carolinensis,Psychotria hombroniana v. carolinensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,insularum,Island wild coffee,Psychotria insularum,24.81,5.77,66.08,112.27,29.3,20.38,2268.89,833.56,349.78,945.04
Psychotria,kaduana,Kopiko kea,Psychotria kaduana,21.48,6.74,58.75,153.75,27.02,15.6,1608.56,618.33,194.56,493.71
Psychotria,leiocarpa,Psychotria leiocarpa,Psychotria leiocarpa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,ligustrifolia,Bahama wild coffee,Psychotria ligustrifolia,24.92,7.56,51.03,258.48,32.02,17.22,1227.62,488.57,138.95,276.67
Psychotria,maleolens,Cachimbo de gato,Psychotria maleolens,22.57,7.14,67.26,130.85,27.67,17.08,2000.83,650.5,304.17,643.13
Psychotria,mariana,Aplohkateng,Psychotria mariana,23.75,5.96,63.77,118.12,28.33,18.84,1642.38,672.75,195.5,630.63
Psychotria,maricaensis,Cachimbo de maricao,Psychotria maricaensis,21.56,10.2,74.45,126.9,28.0,14.3,2186.5,874.0,236.5,542.28
Psychotria,mariniana,Forest wild coffee,Psychotria mariniana,21.21,6.78,59.35,151.92,26.72,15.33,1798.56,682.5,237.56,560.6
Psychotria,mauiensis,'opiko,Psychotria mauiensis,19.71,7.03,63.53,128.24,25.09,14.03,2309.29,860.57,328.71,717.54
Psychotria,nervosa,Seminole balsamo,Psychotria nervosa,24.08,10.19,59.21,275.68,32.52,14.71,1546.62,666.8,149.06,330.78
Psychotria,nuda,Psychotria nuda,Psychotria nuda,20.32,9.53,55.88,252.01,28.43,11.4,1705.12,697.16,205.42,345.46
Psychotria,pubescens,Hairy wild coffee,Psychotria pubescens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,punctata,Dotted wild coffee,Psychotria punctata,21.98,10.21,67.14,155.62,29.6,14.2,1026.64,511.17,58.13,237.44
Psychotria,revoluta,Curl-leaf wild coffee,Psychotria revoluta,22.79,9.74,68.92,151.05,29.42,15.36,1569.56,567.94,196.62,387.94
Psychotria,rhombocarpa,Psychotria rhombocarpa,Psychotria rhombocarpa,26.7,6.98,92.41,8.71,30.58,23.03,5327.25,1542.0,1106.25,2352.08
Psychotria,rotensis,Psychotria rotensis,Psychotria rotensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,tenuifolia,Shortleaf wild coffee,Psychotria tenuifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Psychotria,wawrae,Leatherleaf wild coffee,Psychotria wawrae,19.61,6.16,56.21,154.68,24.87,13.9,3567.33,1152.0,636.0,1110.36
Psydrax,dicoccos,Ceylon boxwood,Psydrax dicoccos,24.32,7.87,66.02,218.13,31.19,17.19,2281.0,911.98,309.35,700.44
Psydrax,odorata,Alahee,Psydrax odorata,19.22,11.93,50.85,437.46,30.6,6.87,910.98,399.72,107.47,149.55
Psydrax,odoratum,Alahe'e,Psydrax odoratum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ptelea,crenulata,California hoptree,Ptelea crenulata,15.21,13.8,46.86,594.16,32.31,2.74,744.45,392.42,13.0,87.4
Ptelea,trifoliata,Common hoptree,Ptelea trifoliata,14.63,12.96,42.46,691.27,30.62,-1.28,770.26,289.66,111.59,87.49
Pteralyxia,kauaiensis,Kauai pteralyxia,Pteralyxia kauaiensis,18.67,6.64,56.36,172.78,24.37,12.58,1046.17,402.33,125.33,305.28
Pteralyxia,macrocarpa,ridged pteralyxia,Pteralyxia macrocarpa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pterocarpus,acapulcensis,Sangregao,Pterocarpus acapulcensis,26.68,10.88,76.48,82.5,33.82,19.43,1454.21,730.15,45.78,350.31
Pterocarpus,erinaceus,Barwood,Pterocarpus erinaceus,27.03,11.41,64.53,174.52,36.53,18.66,1056.23,592.12,14.76,204.21
Pterocarpus,hockii,Pterocarpus hockii,Pterocarpus hockii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pterocarpus,indicus,India padauk,Pterocarpus indicus,25.22,7.99,74.11,103.77,30.74,19.59,2484.54,960.88,333.89,812.57
Pterocarpus,macrocarpus,Burma paduak,Pterocarpus macrocarpus,25.32,9.78,56.49,201.25,33.49,15.89,1528.18,784.82,40.36,315.57
Pterocarpus,marsupium,Malabar kino,Pterocarpus marsupium,24.75,9.4,58.53,192.45,33.16,16.48,1954.21,1229.67,68.92,444.7
Pterocarpus,officinalis,Dragonsblood tree,Pterocarpus officinalis,26.05,8.52,78.19,72.98,31.7,20.69,2859.71,1074.98,318.78,915.6
Pterocarpus,rohrii,Sangue-de-drago,Pterocarpus rohrii,24.55,9.62,71.31,124.38,31.45,17.68,2112.0,883.77,196.32,553.41
Pterocarpus,santalinoides,Mututi,Pterocarpus santalinoides,26.77,10.59,68.76,138.0,35.02,19.17,1513.58,729.09,90.13,370.56
Pterocarpus,violaceus,pau-sangue,Pterocarpus violaceus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pterocarya,fraxifolia,Caucasian Wingnut,Pterocarya fraxifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pterocarya,rhoifolia,Japanese wingnut,Pterocarya rhoifolia,9.91,8.62,27.09,853.66,26.14,-5.69,1706.26,667.54,214.35,190.82
Pterocarya,stenoptera,Chinese wingnut,Pterocarya stenoptera,15.9,8.54,30.22,750.17,30.05,1.16,1321.58,604.84,118.51,165.96
Pterocarya,x rehderiana,Hybrid Wing-nut,Pterocarya x rehderiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pterocymbium,tinctorium,Taluto,Pterocymbium tinctorium,25.58,8.39,69.59,119.31,31.77,19.06,1869.04,803.6,179.24,567.14
Pterogyne,nitens,Tipa colorada,Pterogyne nitens,22.87,11.36,64.28,228.2,31.25,13.32,1054.37,463.24,91.87,204.11
Pterospermum,acerifolium,Kanack champa,Pterospermum acerifolium,22.11,10.0,56.2,297.51,30.93,12.13,1605.4,821.33,118.13,338.43
Pterospermum,diversifolium,Bayu,Pterospermum diversifolium,25.11,8.53,69.15,123.38,31.48,18.52,2181.53,1087.79,169.5,632.93
Pterospermum,grandiflorum,Duck's foot,Pterospermum grandiflorum,23.18,10.93,53.27,230.08,32.67,12.11,1133.57,560.43,23.57,187.46
Pterospermum,heterophyllum,Pterospermum heterophyllum,Pterospermum heterophyllum,21.85,7.28,35.63,524.09,31.75,10.33,1702.61,857.9,107.94,291.42
Pterospermum,littorale,Pterospermum littorale,Pterospermum littorale,24.58,8.56,57.45,192.74,31.3,16.23,1681.33,854.5,78.0,384.85
Pterospermum,semisagittatum,Pterospermum semisagittatum,Pterospermum semisagittatum,24.67,10.13,52.96,234.36,33.53,14.21,1748.22,969.17,29.61,325.71
Pterostyrax,corymbosus,Little epaulette tree,Pterostyrax corymbosus,14.08,7.75,26.24,802.68,28.73,-0.82,1897.54,802.93,189.78,225.96
Pterostyrax,hispidus,Fragrant epaulette tree,Pterostyrax hispidus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pterygota,alata,Buddha coconut,Pterygota alata,25.87,9.1,59.56,188.74,33.33,17.43,2041.06,1258.88,60.88,452.2
Pterygota,excelsa,Zapato,Pterygota excelsa,25.41,10.1,77.83,74.52,32.28,19.29,3006.03,1298.72,153.93,774.09
Ptychococcus,ledermannianus,Ptychococcus ledermannianus,Ptychococcus ledermannianus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ptychosperma,elegans,Alexander palm,Ptychosperma elegans,23.83,8.11,54.38,250.31,30.86,15.76,1846.4,1066.58,91.18,430.72
Ptychosperma,macarthurii,Macarthur palm,Ptychosperma macarthurii,25.99,8.49,62.39,166.02,32.46,18.6,1800.84,1045.05,69.57,471.31
Pueraria,montana v. lobata,Kudzu,Pueraria montana v. lobata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Punica,granatum,Pomegranate,Punica granatum,13.97,9.68,36.97,614.1,28.46,2.12,756.24,263.59,117.48,102.39
Purshia,ericifolia,Heath cliffrose,Purshia ericifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Purshia,glandulosa,Desert bitterbrush,Purshia glandulosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Purshia,mexicana,Cliffrose,Purshia mexicana,13.95,16.33,51.1,598.71,31.19,-1.89,444.18,233.69,33.91,51.38
Purshia,pinkavae,Pinkava's cliffrose,Purshia pinkavae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Purshia,stansburiana,Stansbury cliffrose,Purshia stansburiana,11.99,15.72,42.2,806.79,32.35,-5.04,338.37,125.95,41.92,32.34
Purshia,tridentata,Antelope bitterbrush,Purshia tridentata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Purshia,x subintegra,Arizona cliffrose,Purshia x subintegra,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Putranjiva,roxburghii,Lucky bean tree,Putranjiva roxburghii,25.05,9.72,57.47,275.87,34.0,15.1,1606.59,805.25,119.47,397.73
Pycnanthus,angolensis,African nutmeg,Pycnanthus angolensis,25.06,8.66,71.23,103.27,31.41,19.21,1881.56,806.73,95.83,546.82
Pygeum,africanum,Red stinkwood,Pygeum africanum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pyracantha,angustifolia,Narrowleaf firethorn,Pyracantha angustifolia,14.84,11.17,46.19,489.79,26.96,2.45,973.14,377.31,126.73,144.03
Pyracantha,atalantioides,Giggs Firethorn,Pyracantha atalantioides,16.06,8.61,31.39,708.17,29.73,1.87,1261.57,574.85,99.73,158.01
Pyracantha,coccinea,Fire thorn,Pyracantha coccinea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pyracantha,crenulata,Nepalese firethorn,Pyracantha crenulata,14.65,9.99,41.19,543.85,27.11,2.28,1029.52,422.12,118.44,148.1
Pyracantha,fortuneana,Chinese firethorn,Pyracantha fortuneana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pyracantha,koidzumii,Formosa firethorn,Pyracantha koidzumii,18.23,11.62,46.85,520.3,31.04,5.48,1119.15,465.31,133.75,184.77
Pyrenaria,spectabilis,Pyrenaria spectabilis,Pyrenaria spectabilis,19.66,7.94,31.93,627.24,31.34,6.23,1643.86,750.5,130.19,228.63
Pyrularia,pubera,Buffalo nut,Pyrularia pubera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pyrus,amygdaliformis,Almond-leaved Pear,Pyrus amygdaliformis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pyrus,betulifolia,Birchleaf pear,Pyrus betulifolia,11.1,11.51,29.72,1022.18,29.14,-9.66,600.69,358.71,25.46,56.24
Pyrus,bourgaeana,Iberian pear,Pyrus bourgaeana,16.03,11.79,41.35,591.11,32.54,3.93,562.86,247.87,28.86,69.15
